,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat
10788,2,6,830,0,1920-01-01,1970-01-01,98118,47.5604
10789,4,7,1040,670,1972-01-01,1970-01-01,98034,47.719
10790,3,7,2600,0,2005-01-01,1970-01-01,98058,47.4325
10791,3,5,670,0,1920-01-01,1970-01-01,98126,47.5342
10792,4,7,1500,0,1970-01-01,1970-01-01,98045,47.4658
10793,3,8,1460,0,2000-01-01,1970-01-01,98103,47.6535
10794,3,7,960,580,1949-01-01,1970-01-01,98117,47.6932
10795,4,7,1250,0,1967-01-01,1970-01-01,98001,47.3364
10796,5,9,2230,0,1959-01-01,1970-01-01,98005,47.5979
10797,3,7,1420,380,1950-01-01,2008-01-01,98038,47.4327
10798,3,8,1530,870,1980-01-01,1970-01-01,98133,47.7749
10799,4,8,2370,0,1978-01-01,1970-01-01,98001,47.2831
10800,4,7,1230,600,1926-01-01,1970-01-01,98109,47.6359
10801,3,8,1480,0,2008-01-01,1970-01-01,98103,47.691
10802,3,9,2620,0,1991-01-01,1970-01-01,98058,47.4357
10803,4,6,1300,0,1959-01-01,1970-01-01,98065,47.524
10804,3,8,1660,1460,1956-01-01,1970-01-01,98199,47.646
10805,3,8,2400,0,1995-01-01,1970-01-01,98045,47.4832
10806,3,7,1430,0,1984-01-01,1970-01-01,98074,47.6258
10807,3,9,2480,0,1990-01-01,1970-01-01,98006,47.5489
10808,3,8,2280,0,2003-01-01,1970-01-01,98075,47.5901
10809,4,7,1390,0,1987-01-01,1970-01-01,98092,47.2766
10810,4,7,1030,0,1960-01-01,1970-01-01,98023,47.3322
10811,4,7,1120,0,1938-01-01,1970-01-01,98125,47.7254
10812,3,7,1300,0,1986-01-01,1970-01-01,98115,47.6728
10813,4,8,1540,870,1965-01-01,1970-01-01,98117,47.6996
10814,3,8,1470,0,1963-01-01,1970-01-01,98052,47.6687
10815,3,11,3210,1510,2005-01-01,1970-01-01,98053,47.6347
10816,4,8,2910,0,1940-01-01,1991-01-01,98146,47.4977
10817,3,12,5000,0,2002-01-01,1970-01-01,98006,47.55
10818,5,7,1090,600,1982-01-01,1970-01-01,98178,47.4972
10819,4,7,1000,0,1947-01-01,1970-01-01,98133,47.7294
10820,3,7,1450,950,1992-01-01,1970-01-01,98188,47.4683
10821,3,9,2610,720,2008-01-01,1970-01-01,98006,47.5567
10822,4,8,1320,740,1962-01-01,1970-01-01,98006,47.5478
10823,3,9,3090,0,1995-01-01,1970-01-01,98023,47.2902
10824,3,8,2350,0,1993-01-01,1970-01-01,98074,47.6318
10825,3,8,2180,0,1994-01-01,1970-01-01,98056,47.527
10826,3,8,1870,0,2003-01-01,1970-01-01,98011,47.7552
10827,4,10,3530,0,1985-01-01,1970-01-01,98042,47.3823
10828,3,9,2460,0,2003-01-01,1970-01-01,98034,47.7072
10829,3,8,1650,0,2011-01-01,1970-01-01,98038,47.3548
10830,4,8,2340,1140,1976-01-01,1970-01-01,98027,47.4574
10831,4,9,2726,450,1985-01-01,1970-01-01,98198,47.3429
10832,5,9,2000,420,1967-01-01,1970-01-01,98146,47.4884
10833,3,9,2260,0,1983-01-01,1970-01-01,98074,47.643
10834,4,8,1310,1070,1949-01-01,1970-01-01,98199,47.6506
10835,4,8,1700,1700,1959-01-01,1970-01-01,98133,47.7358
10836,3,10,3770,0,1989-01-01,1970-01-01,98053,47.6908
10837,3,8,2020,652,2005-01-01,1970-01-01,98115,47.6955
10838,3,7,1060,120,1939-01-01,1970-01-01,98117,47.6867
10839,4,7,1810,0,1954-01-01,1970-01-01,98001,47.2887
10840,4,8,2610,0,1952-01-01,1970-01-01,98166,47.4414
10841,4,7,1180,270,1963-01-01,1970-01-01,98003,47.2811
10842,3,7,1600,0,1950-01-01,1970-01-01,98072,47.7344
10843,5,8,1680,970,1975-01-01,1970-01-01,98155,47.7756
10844,3,9,1490,1000,1979-01-01,1970-01-01,98125,47.7206
10845,5,6,550,300,1909-01-01,1970-01-01,98108,47.5588
10846,3,7,1300,520,1976-01-01,1970-01-01,98136,47.5161
10847,4,7,1090,870,1920-01-01,1970-01-01,98115,47.6746
10848,4,8,1800,550,1978-01-01,1970-01-01,98074,47.6095
10849,3,7,1320,0,1988-01-01,1970-01-01,98168,47.4838
10850,3,10,3720,0,1988-01-01,1970-01-01,98053,47.6651
10851,4,7,1030,1180,1912-01-01,1970-01-01,98136,47.5434
10852,3,8,1910,0,2003-01-01,1970-01-01,98074,47.6213
10853,3,9,2840,0,1998-01-01,1970-01-01,98028,47.7386
10854,4,7,1090,230,1920-01-01,1970-01-01,98107,47.6674
10855,3,7,1420,1020,1981-01-01,1970-01-01,98052,47.6966
10856,3,8,1680,740,1988-01-01,1970-01-01,98029,47.5748
10857,4,8,1180,0,1993-01-01,1970-01-01,98038,47.3531
10858,4,8,1820,0,1983-01-01,1970-01-01,98058,47.4368
10859,4,10,3060,700,1910-01-01,1970-01-01,98116,47.5815
10860,3,7,1560,0,1997-01-01,1970-01-01,98168,47.4989
10861,4,8,1790,0,1979-01-01,1970-01-01,98052,47.6606
10862,3,6,1430,0,1968-01-01,1970-01-01,98023,47.3018
10863,4,7,1390,0,1963-01-01,1970-01-01,98031,47.3984
10864,4,6,990,0,1959-01-01,1970-01-01,98002,47.293
10865,3,8,1880,0,1988-01-01,1970-01-01,98001,47.3515
10866,3,9,2520,0,1990-01-01,1970-01-01,98106,47.5664
10867,3,7,1580,480,1920-01-01,1990-01-01,98103,47.6857
10868,3,8,2150,0,2005-01-01,1970-01-01,98056,47.5109
10869,3,8,1690,810,1962-01-01,1970-01-01,98003,47.3335
10870,3,9,2390,0,1984-01-01,1970-01-01,98052,47.6617
10871,3,8,2400,0,1990-01-01,1970-01-01,98074,47.6187
10872,3,6,660,0,1915-01-01,1970-01-01,98106,47.5664
10873,4,7,1580,0,1984-01-01,1970-01-01,98042,47.3768
10874,3,10,3250,0,1994-01-01,1970-01-01,98075,47.5862
10875,3,8,1180,700,1951-01-01,1970-01-01,98155,47.7497
10876,3,7,1190,0,1951-01-01,1970-01-01,98178,47.5012
10877,3,8,1040,240,2000-01-01,1970-01-01,98107,47.6721
10878,3,8,1610,770,1978-01-01,1970-01-01,98074,47.6262
10879,3,8,2040,0,1996-01-01,1970-01-01,98045,47.4876
10880,4,8,1290,150,1929-01-01,1970-01-01,98117,47.6846
10881,3,7,2120,0,2001-01-01,1970-01-01,98053,47.687
10882,3,6,990,0,1935-01-01,1970-01-01,98122,47.604
10883,4,7,1710,0,1972-01-01,1970-01-01,98001,47.2616
10884,3,7,1840,0,1957-01-01,1970-01-01,98106,47.5185
10885,3,7,1150,0,1909-01-01,1970-01-01,98109,47.6368
10886,3,8,2250,0,1995-01-01,1970-01-01,98038,47.3667
10887,4,8,1810,650,1970-01-01,1970-01-01,98059,47.473
10888,2,7,1540,0,1905-01-01,1970-01-01,98116,47.587
10889,3,8,1630,580,1978-01-01,1970-01-01,98059,47.4774
10890,3,7,1440,0,2003-01-01,1970-01-01,98053,47.6818
10891,3,9,1790,0,1978-01-01,1970-01-01,98023,47.3213
10892,3,8,1120,0,1970-01-01,1998-01-01,98122,47.6175
10893,3,7,1260,0,1975-01-01,1970-01-01,98045,47.4442
10894,3,7,800,380,1981-01-01,1970-01-01,98074,47.6337
10895,3,8,1730,0,1994-01-01,1970-01-01,98003,47.2619
10896,4,7,1250,1000,1963-01-01,1970-01-01,98005,47.6045
10897,4,7,1550,0,1922-01-01,1970-01-01,98177,47.7072
10898,3,7,1070,0,1995-01-01,1970-01-01,98014,47.7131
10899,4,7,1460,0,1969-01-01,1970-01-01,98042,47.3242
10900,4,7,1060,0,1910-01-01,1970-01-01,98115,47.6731
10901,3,7,1220,620,1967-01-01,1970-01-01,98052,47.6579
10902,3,8,2440,0,2011-01-01,1970-01-01,98052,47.7057
10903,3,7,850,850,1955-01-01,1970-01-01,98006,47.5762
10904,3,6,680,0,1941-01-01,1970-01-01,98188,47.469
10905,3,7,1700,0,1996-01-01,1970-01-01,98022,47.2077
10906,4,7,1360,640,1956-01-01,1970-01-01,98177,47.7676
10907,3,8,1290,1050,1953-01-01,1970-01-01,98115,47.6789
10908,4,7,1120,0,1939-01-01,1970-01-01,98155,47.7405
10909,3,7,1510,0,1939-01-01,1970-01-01,98199,47.6415
10910,4,6,1080,1040,1906-01-01,1970-01-01,98144,47.5979
10911,3,7,1210,290,1968-01-01,1970-01-01,98055,47.4632
10912,4,7,1030,0,1928-01-01,1970-01-01,98115,47.6828
10913,3,12,5440,0,1990-01-01,1970-01-01,98053,47.6605
10914,4,7,1150,0,1905-01-01,1970-01-01,98112,47.6226
10915,3,8,1500,920,1962-01-01,1970-01-01,98022,47.208
10916,4,5,1750,0,1943-01-01,1970-01-01,98056,47.5097
10917,4,5,1750,0,1943-01-01,1970-01-01,98056,47.5097
10918,3,8,2170,0,1992-01-01,1970-01-01,98019,47.7346
10919,3,9,2540,0,2007-01-01,1970-01-01,98022,47.2688
10920,3,7,1690,0,2005-01-01,1970-01-01,98053,47.6768
10921,4,7,1600,0,1926-01-01,1970-01-01,98115,47.6804
10922,3,7,1060,0,1961-01-01,2001-01-01,98058,47.4604
10923,3,7,1170,820,1948-01-01,1970-01-01,98115,47.7
10924,4,8,2210,0,1968-01-01,1970-01-01,98032,47.3634
10925,3,8,2340,750,1959-01-01,1989-01-01,98042,47.3622
10926,3,7,1050,0,1986-01-01,1970-01-01,98019,47.7341
10927,5,7,1810,740,1960-01-01,1970-01-01,98027,47.4845
10928,5,8,1295,800,1910-01-01,1970-01-01,98116,47.5838
10929,3,8,1220,300,1978-01-01,1970-01-01,98155,47.7516
10930,3,8,2750,0,1987-01-01,1970-01-01,98031,47.419
10931,4,7,1200,0,1960-01-01,1970-01-01,98002,47.314
10932,3,7,1150,680,1928-01-01,1976-01-01,98040,47.5511
10933,4,7,1160,0,1957-01-01,1970-01-01,98133,47.7675
10934,3,8,1410,340,1989-01-01,1970-01-01,98133,47.7583
10935,3,8,2400,0,2003-01-01,1970-01-01,98059,47.4881
10936,3,9,3030,1110,2004-01-01,1970-01-01,98027,47.5381
10937,3,7,2115,0,1998-01-01,1970-01-01,98002,47.285
10938,3,9,2580,0,1990-01-01,1970-01-01,98166,47.4561
10939,3,7,1060,160,1927-01-01,1970-01-01,98117,47.6775
10940,4,7,890,740,1940-01-01,1970-01-01,98107,47.6711
10941,3,8,1350,0,2004-01-01,1970-01-01,98053,47.718
10942,3,7,1690,0,2004-01-01,1970-01-01,98053,47.6802
10943,3,8,1700,0,2005-01-01,1970-01-01,98029,47.547
10944,4,8,1260,630,1979-01-01,1970-01-01,98003,47.3275
10945,4,7,850,0,1950-01-01,1970-01-01,98133,47.731
10946,4,9,1820,660,1967-01-01,1970-01-01,98004,47.6344
10947,3,7,1690,0,2002-01-01,1970-01-01,98053,47.6875
10948,4,6,810,0,1959-01-01,1970-01-01,98023,47.3286
10949,3,10,2480,1500,1968-01-01,1970-01-01,98004,47.639
10950,3,8,1780,800,1925-01-01,1970-01-01,98144,47.5778
10951,3,11,6085,0,2000-01-01,1970-01-01,98014,47.6085
10952,3,7,1000,1140,1930-01-01,1991-01-01,98112,47.6284
10953,3,6,1360,0,1957-01-01,1989-01-01,98019,47.7421
10954,4,8,1800,0,1929-01-01,1970-01-01,98103,47.6605
10955,3,8,1920,0,2005-01-01,1970-01-01,98029,47.5538
10956,3,7,860,0,1927-01-01,1970-01-01,98133,47.7062
10957,3,9,2340,0,1986-01-01,1970-01-01,98038,47.3988
10958,4,9,2020,2020,1962-01-01,1970-01-01,98004,47.634
10959,3,6,580,580,1942-01-01,1970-01-01,98178,47.503
10960,4,8,1680,0,1989-01-01,1970-01-01,98045,47.4669
10961,3,7,640,640,1945-01-01,1970-01-01,98122,47.6163
10962,4,7,1800,0,1977-01-01,1970-01-01,98045,47.4664
10963,3,10,2150,2100,1967-01-01,1970-01-01,98003,47.34
10964,3,8,2400,0,2004-01-01,1970-01-01,98001,47.3358
10965,4,5,940,0,1942-01-01,1970-01-01,98103,47.698
10966,3,7,1110,0,1980-01-01,1970-01-01,98052,47.6979
10967,4,8,1370,1050,1967-01-01,1970-01-01,98023,47.3112
10968,3,9,1790,60,2005-01-01,1970-01-01,98199,47.6475
10969,5,9,1730,290,1943-01-01,1970-01-01,98199,47.6503
10970,5,9,1730,290,1943-01-01,1970-01-01,98199,47.6503
10971,3,8,1520,310,1991-01-01,1970-01-01,98045,47.4553
10972,4,7,960,960,1954-01-01,1970-01-01,98125,47.7137
10973,3,7,1280,0,1953-01-01,2010-01-01,98033,47.6553
10974,3,8,3130,0,2004-01-01,1970-01-01,98038,47.3446
10975,3,10,3920,0,1997-01-01,1970-01-01,98075,47.5658
10976,3,8,2000,1100,1919-01-01,1996-01-01,98122,47.6158
10977,5,9,1680,1540,1973-01-01,1970-01-01,98006,47.5697
10978,3,8,1670,0,1968-01-01,1970-01-01,98045,47.4873
10979,4,9,2700,0,1960-01-01,1970-01-01,98004,47.6463
10980,4,9,3265,2196,1964-01-01,1970-01-01,98032,47.3557
10981,3,11,4400,0,2003-01-01,1970-01-01,98075,47.5868
10982,4,9,2190,0,1957-01-01,1970-01-01,98112,47.64
10983,4,6,1200,0,1970-01-01,1970-01-01,98092,47.3024
10984,3,7,1470,0,1989-01-01,1970-01-01,98031,47.4192
10985,4,8,1650,0,1900-01-01,1970-01-01,98107,47.6743
10986,3,8,1360,480,1948-01-01,1970-01-01,98166,47.4508
10987,3,6,1210,0,1959-01-01,1970-01-01,98008,47.6214
10988,3,8,1870,0,1989-01-01,1970-01-01,98023,47.2925
10989,3,9,3150,740,2001-01-01,1970-01-01,98038,47.4125
10990,4,8,2660,0,1972-01-01,1970-01-01,98059,47.4722
10991,3,7,1150,0,1951-01-01,1970-01-01,98125,47.7215
10992,5,7,870,870,1942-01-01,1970-01-01,98116,47.5758
10993,3,7,1880,700,1913-01-01,1970-01-01,98118,47.5549
10994,3,8,1420,300,1975-01-01,1970-01-01,98052,47.6506
10995,4,10,1510,1230,1977-01-01,1970-01-01,98040,47.5585
10996,3,7,1630,980,1985-01-01,1970-01-01,98033,47.6632
10997,3,7,1400,0,1965-01-01,1970-01-01,98034,47.7312
10998,3,9,1970,600,1983-01-01,1970-01-01,98052,47.7318
10999,3,8,2830,0,2005-01-01,1970-01-01,98059,47.4868
11000,3,8,2630,0,1966-01-01,1970-01-01,98032,47.3619
11001,3,7,1580,0,1994-01-01,1970-01-01,98055,47.4431
11002,3,7,1540,0,1989-01-01,1970-01-01,98045,47.495
11003,4,7,1060,1060,1967-01-01,1970-01-01,98059,47.4869
11004,4,7,1830,0,1913-01-01,1964-01-01,98019,47.741
11005,3,10,2260,0,1987-01-01,1970-01-01,98074,47.641
11006,4,8,1500,1000,1970-01-01,1970-01-01,98040,47.5345
11007,3,8,1830,0,2014-01-01,1970-01-01,98117,47.6945
11008,3,6,890,300,1951-01-01,1970-01-01,98126,47.5305
11009,3,7,1780,530,1970-01-01,1970-01-01,98034,47.731
11010,3,7,1230,0,1929-01-01,1970-01-01,98116,47.5616
11011,3,10,2940,0,1992-01-01,1970-01-01,98006,47.5418
11012,4,7,1010,0,1954-01-01,1970-01-01,98118,47.5483
11013,4,7,2550,0,1907-01-01,1970-01-01,98117,47.6785
11014,3,7,1480,0,1938-01-01,1959-01-01,98103,47.6915
11015,3,7,1040,420,1977-01-01,1970-01-01,98023,47.3199
11016,3,8,1790,1320,1977-01-01,1970-01-01,98011,47.7463
11017,4,8,1070,1070,1928-01-01,1970-01-01,98103,47.6902
11018,5,9,1860,1590,1905-01-01,1970-01-01,98122,47.6133
11019,3,7,1960,0,1957-01-01,1970-01-01,98008,47.6319
11020,3,7,980,910,1981-01-01,1970-01-01,98106,47.5528
11021,3,7,1040,1040,1960-01-01,1970-01-01,98178,47.4858
11022,3,7,1700,0,1918-01-01,1970-01-01,98118,47.5569
11023,3,6,1140,0,1959-01-01,1970-01-01,98106,47.527
11024,5,8,3136,0,1910-01-01,1970-01-01,98070,47.3999
11025,3,9,2590,0,2013-01-01,1970-01-01,98007,47.6259
11026,3,8,1000,480,2014-01-01,1970-01-01,98136,47.5493
11027,3,8,1120,380,2000-01-01,1970-01-01,98122,47.6063
11028,4,8,1330,1330,1971-01-01,1970-01-01,98008,47.5868
11029,3,8,1350,0,2007-01-01,1970-01-01,98053,47.7192
11030,3,6,860,0,1943-01-01,1970-01-01,98024,47.5662
11031,3,6,1000,0,1916-01-01,1970-01-01,98055,47.4896
11032,5,7,1510,970,1959-01-01,1970-01-01,98028,47.7638
11033,4,10,3860,0,1984-01-01,1970-01-01,98006,47.549
11034,3,8,1690,450,1905-01-01,1970-01-01,98112,47.6311
11035,3,7,1120,700,1959-01-01,1970-01-01,98032,47.3743
11036,4,8,2220,0,1970-01-01,1970-01-01,98072,47.7403
11037,3,9,2660,0,1999-01-01,1970-01-01,98004,47.5894
11038,4,6,1470,0,1942-01-01,1970-01-01,98030,47.3734
11039,4,7,1250,1100,1971-01-01,1970-01-01,98027,47.4816
11040,3,9,2530,450,1964-01-01,1970-01-01,98112,47.6336
11041,3,8,1870,0,1966-01-01,1970-01-01,98055,47.4619
11042,4,7,1370,1060,1957-01-01,1970-01-01,98008,47.603
11043,3,9,2790,0,2003-01-01,1970-01-01,98027,47.5349
11044,3,7,1370,0,1993-01-01,1970-01-01,98045,47.4469
11045,3,11,4470,0,1988-01-01,1970-01-01,98072,47.7289
11046,3,8,2040,0,1980-01-01,1970-01-01,98053,47.6536
11047,5,8,1700,640,1963-01-01,1970-01-01,98008,47.6202
11048,3,7,2520,0,1999-01-01,1970-01-01,98019,47.7233
11049,4,6,1710,0,1942-01-01,1970-01-01,98055,47.4497
11050,3,7,1200,0,1962-01-01,1970-01-01,98007,47.6075
11051,3,7,1330,0,1983-01-01,1970-01-01,98188,47.4403
11052,3,7,1310,0,1998-01-01,1970-01-01,98144,47.5879
11053,3,7,3020,0,1941-01-01,1992-01-01,98178,47.498
11054,3,8,2260,0,1999-01-01,1970-01-01,98030,47.3642
11055,3,6,790,0,1948-01-01,1970-01-01,98115,47.6844
11056,3,7,970,0,1983-01-01,1970-01-01,98034,47.7223
11057,4,9,2250,0,1955-01-01,1970-01-01,98177,47.7077
11058,3,7,1530,0,1914-01-01,1970-01-01,98144,47.5766
11059,5,9,1780,0,1967-01-01,1970-01-01,98004,47.6273
11060,3,7,2120,0,2005-01-01,1970-01-01,98053,47.6811
11061,3,7,1190,310,1926-01-01,1970-01-01,98133,47.7186
11062,3,7,1190,310,1926-01-01,1970-01-01,98133,47.7186
11063,5,8,1460,930,1931-01-01,1970-01-01,98103,47.6857
11064,3,7,2390,0,1996-01-01,1970-01-01,98010,47.3289
11065,4,8,1620,1300,1981-01-01,1970-01-01,98006,47.5491
11066,3,5,850,0,1907-01-01,1970-01-01,98055,47.4874
11067,3,7,930,0,1904-01-01,1970-01-01,98122,47.609
11068,3,9,2470,870,1998-01-01,1970-01-01,98126,47.5858
11069,5,6,710,0,1942-01-01,1970-01-01,98126,47.5151
11070,3,7,1440,800,1979-01-01,1970-01-01,98125,47.7034
11071,5,7,1060,0,1966-01-01,1970-01-01,98007,47.5941
11072,3,8,2360,0,1991-01-01,1970-01-01,98022,47.2114
11073,4,9,1950,1570,1951-01-01,1970-01-01,98136,47.525
11074,3,8,1220,510,1977-01-01,1970-01-01,98052,47.6478
11075,3,6,720,450,1943-01-01,2013-01-01,98106,47.5306
11076,4,9,3680,0,1981-01-01,1970-01-01,98042,47.3219
11077,3,9,2900,0,1987-01-01,1970-01-01,98077,47.7731
11078,3,7,1290,0,1971-01-01,1970-01-01,98034,47.7329
11079,5,8,2010,0,1901-01-01,1970-01-01,98199,47.6607
11080,4,7,1490,0,1950-01-01,1970-01-01,98155,47.7739
11081,3,7,1930,0,1994-01-01,1970-01-01,98038,47.3644
11082,4,7,1120,1120,1956-01-01,1970-01-01,98133,47.7466
11083,3,8,2320,0,1952-01-01,1994-01-01,98166,47.4519
11084,3,9,2990,0,2014-01-01,1970-01-01,98052,47.7107
11085,3,8,2200,0,2003-01-01,1970-01-01,98042,47.3482
11086,4,7,1500,0,1967-01-01,1970-01-01,98058,47.4484
11087,3,9,1930,1930,1970-01-01,1970-01-01,98155,47.7431
11088,4,7,1030,400,1977-01-01,1970-01-01,98042,47.3644
11089,3,9,3750,0,2001-01-01,1970-01-01,98074,47.6039
11090,3,8,3100,0,2002-01-01,1970-01-01,98019,47.738
11091,3,7,1870,0,2005-01-01,1970-01-01,98042,47.3992
11092,4,8,1580,460,1978-01-01,1970-01-01,98023,47.3169
11093,3,8,2750,950,1950-01-01,2014-01-01,98105,47.669
11094,3,8,2370,780,1970-01-01,1970-01-01,98027,47.5571
11095,3,8,1990,0,1993-01-01,1970-01-01,98028,47.7347
11096,3,7,1740,0,1965-01-01,1970-01-01,98133,47.7458
11097,4,8,1180,900,1954-01-01,1970-01-01,98042,47.3628
11098,4,7,1560,500,1979-01-01,1970-01-01,98028,47.764
11099,4,7,1590,0,1948-01-01,1970-01-01,98177,47.7762
11100,3,8,1760,0,1922-01-01,1970-01-01,98102,47.6401
11101,3,7,1620,0,2008-01-01,1970-01-01,98038,47.3661
11102,3,7,1210,0,1975-01-01,1970-01-01,98058,47.4572
11103,3,8,1490,550,1993-01-01,1970-01-01,98092,47.3266
11104,3,9,2270,0,1990-01-01,1970-01-01,98011,47.7388
11105,3,12,6640,0,1993-01-01,1970-01-01,98077,47.7283
11106,4,7,1060,0,1962-01-01,1970-01-01,98023,47.3229
11107,4,7,1940,0,1948-01-01,1970-01-01,98155,47.7381
11108,3,9,2050,1020,2006-01-01,1970-01-01,98103,47.6742
11109,3,6,820,110,1943-01-01,1970-01-01,98166,47.4802
11110,4,7,1210,970,1959-01-01,1970-01-01,98146,47.4961
11111,3,8,2130,0,1991-01-01,1970-01-01,98058,47.4623
11112,4,6,800,0,1922-01-01,1970-01-01,98136,47.5559
11113,3,7,1250,950,1959-01-01,1970-01-01,98155,47.753
11114,3,8,1030,100,2009-01-01,1970-01-01,98107,47.6684
11115,3,8,1100,870,1937-01-01,1998-01-01,98136,47.5495
11116,3,9,1120,560,2014-01-01,1970-01-01,98119,47.6425
11117,3,7,980,490,1955-01-01,1970-01-01,98125,47.7048
11118,4,8,2390,0,1969-01-01,1970-01-01,98072,47.7566
11119,4,8,2300,0,1979-01-01,1970-01-01,98008,47.5794
11120,3,7,1140,1140,1957-01-01,1984-01-01,98038,47.4067
11121,3,8,1330,0,2004-01-01,1970-01-01,98117,47.6836
11122,3,7,2640,0,2003-01-01,1970-01-01,98053,47.6827
11123,3,8,1780,650,1974-01-01,1970-01-01,98155,47.7687
11124,3,9,2470,0,1989-01-01,1970-01-01,98092,47.3064
11125,3,7,1440,0,1965-01-01,1970-01-01,98168,47.4742
11126,5,7,1320,0,1975-01-01,1970-01-01,98031,47.3947
11127,3,8,2810,0,2001-01-01,1970-01-01,98074,47.6077
11128,3,8,1370,0,2005-01-01,1970-01-01,98107,47.6704
11129,5,8,1040,960,1981-01-01,1970-01-01,98116,47.5639
11130,4,8,1980,0,1973-01-01,1970-01-01,98008,47.6398
11131,3,8,2050,0,2002-01-01,1970-01-01,98168,47.4808
11132,3,7,1160,1160,1959-01-01,2014-01-01,98178,47.4909
11133,3,7,1750,210,2003-01-01,1970-01-01,98118,47.5417
11134,3,7,1910,0,1986-01-01,1970-01-01,98030,47.35
11135,4,8,2030,0,1980-01-01,1970-01-01,98052,47.6478
11136,3,8,1730,480,1972-01-01,1970-01-01,98177,47.7729
11137,3,7,1360,1250,1965-01-01,1970-01-01,98188,47.4435
11138,4,9,1550,970,1990-01-01,1970-01-01,98033,47.6704
11139,3,7,1060,780,1900-01-01,1970-01-01,98122,47.6041
11140,4,7,1570,0,1971-01-01,1970-01-01,98031,47.4117
11141,5,7,1320,1080,1953-01-01,1970-01-01,98042,47.3616
11142,3,9,1930,0,1978-01-01,1970-01-01,98177,47.77
11143,4,6,1160,0,1969-01-01,1970-01-01,98038,47.3634
11144,4,9,2820,0,1985-01-01,1970-01-01,98052,47.7255
11145,4,8,2040,1020,1922-01-01,1970-01-01,98144,47.5795
11146,3,6,880,440,1961-01-01,1970-01-01,98023,47.3278
11147,3,6,1200,0,2003-01-01,1970-01-01,98038,47.349
11148,3,7,1250,310,1970-01-01,1970-01-01,98042,47.4016
11149,3,9,2730,340,1983-01-01,1970-01-01,98001,47.3238
11150,3,7,1040,0,1978-01-01,1970-01-01,98053,47.6738
11151,3,7,1570,420,1969-01-01,1970-01-01,98042,47.3939
11152,3,8,1690,0,1984-01-01,1970-01-01,98027,47.5647
11153,4,9,1810,0,1979-01-01,1970-01-01,98008,47.6112
11154,4,7,1640,880,1953-01-01,1970-01-01,98004,47.6317
11155,3,7,1090,480,1996-01-01,1970-01-01,98001,47.3327
11156,4,7,1680,0,1940-01-01,1970-01-01,98117,47.7011
11157,4,7,1250,0,1978-01-01,1970-01-01,98032,47.3678
11158,4,7,1280,0,1962-01-01,1970-01-01,98031,47.3947
11159,4,11,4620,0,1991-01-01,1970-01-01,98023,47.2929
11160,3,7,1580,0,2004-01-01,1970-01-01,98072,47.7611
11161,5,8,1300,350,1977-01-01,1970-01-01,98155,47.7733
11162,3,8,1380,280,1981-01-01,1970-01-01,98011,47.7601
11163,3,8,2410,0,1993-01-01,1970-01-01,98074,47.6329
11164,4,7,1450,270,1921-01-01,1970-01-01,98105,47.6683
11165,3,9,1940,1180,1983-01-01,1970-01-01,98006,47.5507
11166,4,8,1340,1340,1974-01-01,1970-01-01,98027,47.5219
11167,4,8,1400,1240,1954-01-01,1970-01-01,98178,47.5022
11168,3,9,3730,0,1989-01-01,1970-01-01,98077,47.7246
11169,3,7,1700,0,1986-01-01,1970-01-01,98038,47.3781
11170,3,7,1250,1030,1947-01-01,1970-01-01,98116,47.5655
11171,3,7,1220,0,1986-01-01,1970-01-01,98034,47.7151
11172,3,7,3500,0,1980-01-01,1970-01-01,98155,47.7349
11173,3,7,2010,0,1977-01-01,1970-01-01,98070,47.5069
11174,4,8,1430,700,1973-01-01,1970-01-01,98027,47.5326
11175,3,7,1800,0,1992-01-01,1970-01-01,98022,47.2126
11176,3,7,1070,0,1961-01-01,1970-01-01,98033,47.7012
11177,5,6,1020,0,1954-01-01,1970-01-01,98118,47.5332
11178,3,7,1600,0,1994-01-01,1970-01-01,98003,47.2701
11179,3,7,1080,300,1928-01-01,1970-01-01,98125,47.7093
11180,4,10,3270,0,1982-01-01,1970-01-01,98056,47.5197
11181,3,7,1400,700,1907-01-01,1993-01-01,98107,47.6634
11182,3,8,2110,0,2001-01-01,1970-01-01,98103,47.6915
11183,4,7,1640,0,1966-01-01,1970-01-01,98070,47.3944
11184,3,7,1320,0,1986-01-01,1970-01-01,98023,47.3096
11185,5,7,1210,1210,1958-01-01,1970-01-01,98028,47.7397
11186,3,6,1390,0,1908-01-01,1970-01-01,98115,47.6881
11187,3,9,1930,390,2014-01-01,1970-01-01,98125,47.7132
11188,3,8,2170,0,2003-01-01,1970-01-01,98059,47.4833
11189,4,8,2710,0,1977-01-01,1970-01-01,98077,47.77
11190,3,7,1450,0,1998-01-01,1970-01-01,98042,47.3637
11191,3,8,1370,0,1988-01-01,1970-01-01,98034,47.7139
11192,3,7,1070,740,2001-01-01,1970-01-01,98019,47.7364
11193,4,7,1020,400,1963-01-01,1970-01-01,98032,47.3661
11194,3,8,1340,750,1987-01-01,1970-01-01,98023,47.2741
11195,3,8,1340,750,1987-01-01,1970-01-01,98023,47.2741
11196,3,7,1330,0,1976-01-01,1970-01-01,98023,47.3033
11197,3,7,1330,0,1985-01-01,1970-01-01,98034,47.7322
11198,4,6,1110,800,1951-01-01,1970-01-01,98178,47.4975
